Name,MolWeight,SMILES,toxicity_score,NumAtoms,NumHeavyAtoms,NumRotatableBonds,MolFormula
NCGC00255825-01,255.4459999999999,CCCCCCCCCCCCN1CCOCC1,4.239500000000003,18,18,11,C16H33NO
NCGC00260379-01,254.155,CCCCCCCCCI,4.172000000000003,10,10,7,C9H19I
NCGC00257730-01,200.322,CCCCCCCCCOCC1CO1,3.152400000000002,14,14,10,C12H24O2
NCGC00259915-01,157.21299999999997,C=CC(=O)NCOCCCC,1.0628,11,11,6,C8H15NO2
NCGC00255813-01,341.4330000000001,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.5567000000000012,23,23,6,C15H23N3O4S
NCGC00259475-01,179.219,CCOc1ccc(NC(C)=O)cc1,2.0437,13,13,3,C10H13NO2
NCGC00255128-01,162.22899999999998,CCOCCOCCOCC,1.076,11,11,8,C8H18O3
NCGC00259892-01,274.413,CCOP(=S)(OCC)SCCSCC,3.770200000000002,14,14,9,C8H19O2PS3
NCGC00255792-01,284.79,C(=C/C=N/c1ccccc1)\C=C\Nc1ccccc1.Cl,4.992700000000004,20,20,5,C17H17ClN2
NCGC00247723-01,243.734,CCNC(C)Cc1ccc2c(c1)OCO2.Cl,2.3776000000000006,16,16,4,C12H18ClNO2
NCGC00256654-01,195.693,C#CCN(C)Cc1ccccc1.Cl,2.1734000000000004,13,13,3,C11H14ClN
NCGC00254421-01,247.72599999999997,Cl.NCC1(Cc2noc(=O)[nH]2)CCCCC1,1.2363999999999995,16,16,3,C10H18ClN3O2
NCGC00258253-01,157.622,Cl.N[C@@H](CS)C(=O)O,-0.2501,8,8,2,C3H8ClNO2S
NCGC00258824-01,247.722,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,1.5510000000000004,16,16,4,C11H18ClNO3
NCGC00258748-01,165.834,ClC(Cl)=C(Cl)Cl,3.0682,6,6,0,C2Cl4
NCGC00254723-01,268.85900000000004,Cl[Dy](Cl)Cl,2.0685,4,4,0,Cl3Dy
NCGC00257811-01,312.838,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,5.340000000000002,14,14,0,C8H4Cl6
NCGC00259912-01,128.942,O=C(O)C(Cl)Cl,0.8747,6,6,1,C2H2Cl2O2
NCGC00254652-01,200.621,Cc1cc(Cl)ccc1OCC(=O)O,2.11182,13,13,3,C9H9ClO3
NCGC00259797-01,257.547,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.313800000000002,15,15,1,C12H7Cl3
NCGC00255149-01,235.066,CC(Oc1cc(Cl)ccc1Cl)C(=O)O,2.845300000000001,14,14,3,C9H8Cl2O3
NCGC00259998-01,184.413,Clc1nc(Cl)nc(Cl)n1,1.8318000000000003,9,9,0,C3Cl3N3
NCGC00258945-01,229.71500000000003,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.1655999999999995,15,15,4,C9H16ClN5
NCGC00258666-01,94.497,O=C(O)CCl,0.3098,5,5,1,C2H3ClO2
NCGC00260014-01,133.405,ClCC(Cl)Cl,2.0289,5,5,1,C2H3Cl3
NCGC00255606-01,150.605,C=CCOCC(O)CCl,0.7887,9,9,5,C6H11ClO2
NCGC00258641-01,161.03099999999995,ClCc1ccccc1Cl,3.078800000000001,9,9,1,C7H6Cl2
NCGC00259774-01,89.525,N#CCCCl,1.13888,5,5,1,C3H4ClN
NCGC00259685-01,269.492,ClCCOP(OCCCl)OCCCl,2.9795000000000016,13,13,9,C6H12Cl3O3P
NCGC00259476-01,137.18199999999996,CN(C)c1cccc(O)c1,1.4582,10,10,1,C8H11NO
NCGC00258728-01,159.277,CN(C)CCCNCCCN,-0.1234999999999987,11,11,7,C8H21N3
NCGC00259961-01,101.149,CN1CCOCC1,-0.0516,7,7,0,C5H11NO
NCGC00253943-01,180.167,Cn1cnc2c1c(=O)[nH]c(=O)n2C,-1.0397,13,13,0,C7H8N4O2
NCGC00258240-01,383.4000000000002,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,2.873200000000001,28,28,3,C21H21NO6
NCGC00255496-01,223.22799999999995,CNC(=O)Oc1ccccc1C1OCCO1,1.4502,16,16,2,C11H13NO4
NCGC00257190-01,200.23399999999995,COC(=O)C1CCC(C(=O)OC)CC1,1.1387999999999998,14,14,2,C10H16O4
NCGC00254895-01,168.19199999999998,COc1ccc(OC)c(OC)c1,1.7124,12,12,3,C9H12O3
NCGC00254645-01,207.056,COc1cc(Cl)c(OC)cc1Cl,3.010600000000002,12,12,2,C8H8Cl2O2
NCGC00259936-01,148.20499999999998,C=CCc1ccc(OC)cc1,2.4237,11,11,3,C10H12O
NCGC00256049-01,207.229,COc1ccc(NC(=O)CC(C)=O)cc1,1.6127999999999998,15,15,4,C11H13NO3
NCGC00257617-01,114.144,COC1CCC=CO1,1.283,8,8,1,C6H10O2
NCGC00255627-01,211.269,CCNc1nc(NC(C)C)nc(OC)n1,1.1322999999999996,15,15,5,C9H17N5O
NCGC00255182-01,322.457,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,5.191500000000004,18,18,8,C12H19O2PS3
NCGC00254574-01,227.337,CCNc1nc(NC(C)C)nc(SC)n1,1.8456,15,15,5,C9H17N5S
NCGC00258242-01,159.09099999999998,O=[N+]([O-])c1ccc(F)cc1F,1.873,11,11,1,C6H3F2NO2
NCGC00256362-01,193.249,N#CC(c1ccccc1)c1ccccc1,3.342080000000002,15,15,2,C14H11N
NCGC00258895-01,104.11199999999998,N#Cc1ccccn1,0.95328,8,8,0,C6H4N2
NCGC00254878-01,161.208,N#CCCCC(C#N)CCC#N,2.1238400000000004,12,12,5,C9H11N3
NCGC00259063-01,84.08200000000001,N#CNC(=N)N,-1.0494500000000002,6,6,0,C2H4N4
NCGC00255718-01,191.23800000000003,Cc1ccccc1NC(=N)NC(=N)N,0.8247599999999999,14,14,1,C9H13N5
NCGC00259608-01,123.11499999999998,NC(=O)c1cnccn1,-0.4245000000000001,9,9,1,C5H5N3O
NCGC00257597-01,241.461,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,2.3222,13,13,1,C6H3Cl3N2O2
NCGC00259420-01,141.601,Cc1ccc(N)cc1Cl,2.23062,9,9,0,C7H8ClN
NCGC00254214-01,122.17100000000002,Cc1ccc(N)cc1N,1.15942,9,9,0,C7H10N2
NCGC00255816-01,188.208,Nc1ccc(S(=O)(=O)O)c(N)c1,0.0976999999999999,12,12,1,C6H8N2O3S
NCGC00259803-01,187.22000000000003,Cc1ccc(N)c(S(=O)(=O)O)c1,0.82392,12,12,1,C7H9NO3S
NCGC00257924-01,141.60099999999997,Cc1c(N)cccc1Cl,2.23062,9,9,0,C7H8ClN
NCGC00258718-01,125.13500000000002,Cc1nc(N)nc(N)n1,-0.6555800000000003,9,9,0,C4H7N5
NCGC00254163-01,198.269,Nc1ccc(Cc2ccc(N)cc2)cc1,2.4418000000000006,15,15,2,C13H14N2
NCGC00258223-01,189.307,NCCNCCNCCNCCN,-2.327399999999997,13,13,10,C8H23N5
NCGC00183851-01,234.277,CC(NN)c1ccccc1.O=S(=O)(O)O,0.5581000000000002,15,15,2,C8H14N2O4S
NCGC00259054-01,279.10400000000004,O.O=P1(N(CCCl)CCCl)NCCCO1,1.0593,15,15,5,C7H17Cl2N2O3P
NCGC00259038-01,182.172,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3.5854000000000004,12,12,5,C6H14O6
NCGC00260533-01,198.138,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.19,14,14,3,C6H6N4O4
NCGC00260475-01,151.12099999999998,O=Cc1ccccc1[N+](=O)[O-],1.4073,11,11,2,C7H5NO3
NCGC00258345-01,157.55599999999998,O=[N+]([O-])c1ccccc1Cl,2.2482000000000006,10,10,1,C6H4ClNO2
NCGC00255910-01,162.188,COC(=O)/C=C/c1ccccc1,1.8728,12,12,2,C10H10O2
NCGC00257286-01,162.232,CC(C)(C)C(=O)c1ccccc1,2.9154000000000018,12,12,1,C11H14O
NCGC00259974-01,182.222,O=C(c1ccccc1)c1ccccc1,2.917600000000001,14,14,2,C13H10O
NCGC00256276-01,192.21400000000003,CCOC(=O)CC(=O)c1ccccc1,1.8225,14,14,4,C11H12O3
NCGC00256902-01,184.279,COC(=O)CC(C)CCC=C(C)C,2.9320000000000013,13,13,5,C11H20O2
NCGC00259780-01,370.5740000000002,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,6.066000000000007,26,26,17,C22H42O4
NCGC00258954-01,294.4789999999999,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,5.972900000000005,21,21,14,C19H34O2
NCGC00257779-01,296.49499999999995,CCCCCCCC/C=C\CCCCCCCC(=O)OC,6.196900000000007,21,21,15,C19H36O2
NCGC00254332-01,412.6550000000002,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,7.236300000000009,29,29,20,C25H48O4
NCGC00255282-01,190.029,NC(=O)c1c(Cl)cccc1Cl,2.0923,11,11,1,C7H5Cl2NO
NCGC00258919-01,137.142,NNC(=O)c1ccncc1,-0.3149000000000006,10,10,1,C6H7N3O
NCGC00255385-01,217.18,O=C(O)c1cc2ccccc2nc1C(=O)O,1.6312,16,16,2,C11H7NO4
NCGC00256391-01,175.187,O=C(O)Cc1c[nH]c2ccccc12,1.795,13,13,2,C10H9NO2
NCGC00259997-01,132.115,O=C(O)CCCC(=O)O,0.3259000000000002,9,9,4,C5H8O4
NCGC00254856-01,216.277,O=C(O)CCCCCCCCCC(=O)O,2.6665,15,15,10,C11H20O4
NCGC00258853-01,244.33099999999996,O=C(O)CCCCCCCCCCCC(=O)O,3.4467000000000017,17,17,12,C13H24O4
NCGC00255805-01,202.209,O=C(O)COc1ccc2ccccc2c1,2.3032000000000004,15,15,3,C12H10O3
NCGC00259980-01,104.105,CCOCC(=O)O,0.1075000000000001,7,7,3,C4H8O3
NCGC00183856-01,384.25700000000006,O=C(CCCCCCCCC#CI)Oc1ccccc1,5.108700000000005,20,20,9,C17H21IO2
NCGC00255441-01,225.313,CCSCc1ccccc1OC(=O)NC,2.6579000000000006,15,15,4,C11H15NO2S
NCGC00257177-01,198.30599999999995,C=C(C)C(=O)OCC(CC)CCCC,3.3221000000000025,14,14,7,C12H22O2
NCGC00255711-01,320.372,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.5413000000000023,19,19,7,C12H17O4PS2
NCGC00256262-01,402.5720000000002,CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC,4.827000000000004,28,28,21,C22H42O6
NCGC00259281-01,314.33700000000005,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,2.7170000000000005,23,23,8,C18H18O5
NCGC00259787-01,286.324,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.2582,20,20,11,C14H22O6
NCGC00256694-01,202.217,Cc1nnc(-c2ccccc2)c(=O)n1N,0.3275199999999999,15,15,1,C10H10N4O
NCGC00259976-01,146.14499999999998,O=c1ccc2ccccc2o1,1.793,11,11,0,C9H6O2
NCGC00259933-01,197.021,CC1(C)C(=O)N(Cl)C(=O)N1Cl,1.3368,11,11,0,C5H6Cl2N2O2
NCGC00254805-01,275.308,Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,1.37932,20,20,3,C14H17N3O3
NCGC00255516-01,210.27299999999997,CCCCCC=CCC1CC(=O)OC1=O,2.6027000000000005,15,15,6,C12H18O3
NCGC00257412-01,198.221,O=Cc1cccc(Oc2ccccc2)c1,3.291400000000001,15,15,3,C13H10O2
NCGC00259303-01,123.11099999999996,O=Nc1ccc(O)cc1,1.7900999999999998,9,9,1,C6H5NO2
NCGC00256350-01,142.202,O=NN1CCCCCCC1,1.9339,10,10,1,C7H14N2O
NCGC00259951-01,154.18699999999998,CCOS(=O)(=O)OCC,0.3042000000000001,9,9,4,C4H10O4S
NCGC00255745-01,254.15,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,0.4794000000000001,18,18,4,C10H6O8
NCGC00258561-01,151.20899999999995,CCNc1cc(O)ccc1C,2.13242,11,11,2,C9H13NO
NCGC00256183-01,240.38699999999997,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,3.1148000000000016,17,17,2,C15H28O2
NCGC00259804-01,286.327,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,3.268600000000002,21,21,5,C17H18O4
NCGC00260385-01,333.29300000000006,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-1.7719999999999998,23,23,6,C13H19NO9
NCGC00259996-01,108.13999999999996,OCc1ccccc1,1.1789,8,8,1,C7H8O
NCGC00255359-01,181.235,OCCN(CCO)c1ccccc1,0.4775999999999998,13,13,5,C10H15NO2
NCGC00258680-01,135.19099999999997,S=C=Nc1ccccc1,2.4209000000000005,9,9,1,C7H5NS
NCGC00260351-01,112.15699999999998,S=c1nccc[nH]1,1.13919,7,7,0,C4H4N2S
NCGC00259852-01,263.211,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.4909,16,16,5,C8H10NO5PS
NCGC00256585-01,198.225,O=Nc1ccc(Nc2ccccc2)cc1,3.828100000000002,15,15,3,C12H10N2O
NCGC00254748-01,380.784,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,3.651200000000001,13,13,5,C4H7Br2Cl2O4P
NCGC00260529-01,142.589,Nc1ccc(Cl)cc1N,1.5044,9,9,0,C6H7ClN2
NCGC00258640-01,214.217,C=CC(=O)OCCOCCOC(=O)C=C,0.4613999999999998,15,15,8,C10H14O5
NCGC00258892-01,284.431,c1ccc2sc(SSN3CCOCC3)nc2c1,3.283800000000002,17,17,3,C11H12N2OS3
NCGC00259324-01,236.3619999999999,C1CN(SSN2CCOCC2)CCO1,0.8622000000000001,14,14,3,C8H16N2O2S2
NCGC00256108-01,144.19600000000003,CCOC(=S)[S-].[Na+],-2.1413,7,7,1,C3H5NaOS2
NCGC00257868-01,312.45300000000003,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.643600000000005,23,23,0,C21H28O2
NCGC00257170-01,284.431,c1ccc2sc(SSN3CCOCC3)nc2c1,3.283800000000002,17,17,3,C11H12N2OS3
NCGC00259923-01,262.43699999999995,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.284700000000006,19,19,0,C18H30O
NCGC00259886-01,303.83699999999993,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1.Cl,3.6565700000000025,21,21,4,C17H22ClN3
NCGC00256719-01,196.641,Cl.NNc1nncc2ccccc12,1.3372,13,13,1,C8H9ClN4
NCGC00254831-01,317.33200000000005,COP(=S)(OC)SCn1nnc2ccccc2c1=O,1.9995,19,19,5,C10H12N3O3PS2
NCGC00255048-01,401.42200000000014,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,5.242900000000003,25,25,5,C15H16F5NO2S2
NCGC00257317-01,230.219,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,2.0344,17,17,2,C13H10O4
NCGC00255352-01,228.247,O=C(OCc1ccccc1)c1ccc(O)cc1,2.749200000000001,17,17,3,C14H12O3
NCGC00254037-01,110.11199999999998,Oc1ccc(O)cc1,1.0978,8,8,0,C6H6O2
NCGC00254657-01,373.636,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,5.7691000000000034,18,18,7,C11H15BrClO3PS
NCGC00257125-01,219.687,C[Sn](C)(Cl)Cl,2.1658,5,5,0,C2H6Cl2Sn
NCGC00259128-01,230.31,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,5.020600000000004,18,18,2,C18H14
NCGC00259117-01,142.19799999999998,C=C(C)C(=O)OCC(C)C,1.7617,10,10,3,C8H14O2
NCGC00254178-01,166.21999999999997,CC(C)(C)c1cc(O)ccc1O,2.395300000000001,12,12,0,C10H14O2
NCGC00254231-01,556.6410000000004,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,2.872200000000001,39,39,9,C27H32N4O7S
NCGC00247694-01,392.996,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1.Cl,5.008500000000006,26,26,6,C21H29ClN2OS
NCGC00254151-01,301.798,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,3.6034000000000015,20,20,1,C16H12ClNOS
NCGC00260503-01,153.181,COc1ccc(N)c(OC)c1,1.2859999999999998,11,11,2,C8H11NO2
NCGC00256876-01,263.296,Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,3.641200000000002,20,20,2,C17H13NO2
NCGC00258104-01,214.22,O=C(c1ccc(O)cc1)c1ccc(O)cc1,2.3288,16,16,2,C13H10O3
NCGC00254591-01,238.246,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.6264,18,18,0,C14H10N2O2
NCGC00258093-01,270.372,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,3.329300000000002,20,20,0,C18H22O2
NCGC00257645-01,253.367,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,2.606020000000001,17,17,3,C13H19NO2S
NCGC00259835-01,212.201,CCCOC(=O)c1cc(O)c(O)c(O)c1,1.3702,15,15,3,C10H12O5
NCGC00258023-01,186.21,Oc1ccc(-c2ccc(O)cc2)cc1,2.764800000000001,14,14,1,C12H10O2
NCGC00260534-01,166.21999999999997,CC(C)(C)c1ccc(O)c(O)c1,2.395300000000001,12,12,0,C10H14O2
NCGC00254514-01,296.4100000000001,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,3.612600000000002,22,22,0,C20H24O2
NCGC00256184-01,330.4680000000001,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,3.695900000000003,24,24,2,C21H30O3
NCGC00256662-01,230.404,c1csc(SSc2cccs2)c1,4.609000000000002,12,12,3,C8H6S4
NCGC00256717-01,516.4100000000003,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],-5.243299999999994,34,34,4,C22H28FNa2O8P
NCGC00255838-01,381.4330000000001,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+],-0.3774799999999989,26,26,8,C18H20N3NaO3S
NCGC00254678-01,335.28200000000004,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4.148200000000004,23,23,7,C13H16F3N3O4
NCGC00257881-01,485.795,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,6.528900000000002,17,17,2,C12H6Br4O
NCGC00256083-01,197.28100000000003,c1ccc(CCCc2ccncc2)cc1,3.2569000000000017,15,15,4,C14H15N
NCGC00254740-01,182.307,C/C=C/C=C/CCCCCCCO,3.451600000000002,13,13,8,C12H22O
NCGC00256279-01,254.354,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,4.538100000000004,18,18,1,C16H14OS
NCGC00258632-01,178.26000000000002,Cc1cc2nc(N)sc2cc1C,2.495340000000001,12,12,0,C9H10N2S
NCGC00258011-01,122.17100000000002,Cc1cccc(N)c1N,1.15942,9,9,0,C7H10N2
NCGC00183276-01,488.6210000000003,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,4.093500000000003,35,35,7,C28H40O7
NCGC00256285-01,236.27,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,3.024400000000001,18,18,1,C16H12O2
NCGC00247731-01,346.902,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CC[N@@](C2)[C@@H]13.Cl,4.358400000000004,24,24,2,C20H27ClN2O
NCGC00254682-01,257.72099999999995,CNC(=O)Oc1cccc(N=CN(C)C)c1.Cl,2.0480000000000005,17,17,3,C11H16ClN3O2
NCGC00254966-01,422.8740000000001,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,6.662420000000005,29,29,5,C23H22ClF3O2
NCGC00260046-01,348.956,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,5.450800000000004,16,16,7,C10H16Cl6
NCGC00255451-01,406.9290000000001,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,3.689800000000001,19,19,0,C9H6Cl6O3S
NCGC00254962-01,295.336,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.8618,14,14,1,C6Cl5NO2
NCGC00259480-01,231.893,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.005799999999999,11,11,0,C6H2Cl4O
NCGC00255167-01,268.268,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,3.1742000000000017,20,20,2,C16H12O4
NCGC00258297-01,272.26000000000005,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],2.855700000000001,20,20,4,C14H12N2O4
NCGC00258714-01,258.277,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,3.629500000000002,19,19,4,C14H14N2O3
NCGC00255381-01,243.219,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,-2.563,17,17,2,C9H13N3O5
NCGC00257477-01,210.28,CCn1c2ccccc2c2cc(N)ccc21,3.396600000000001,16,16,1,C14H14N2
NCGC00257318-01,241.29,Nc1ccccc1C(=O)OCCc1ccccc1,2.668300000000001,18,18,4,C15H15NO2
NCGC00258451-01,191.259,NNc1nc(-c2ccccc2)cs1,2.0957,13,13,2,C9H9N3S
NCGC00259484-01,313.353,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,3.167600000000001,23,23,6,C18H19NO4
NCGC00260406-01,120.173,CCOC(=O)CS,0.4793,7,7,2,C4H8O2S
NCGC00259392-01,366.4540000000003,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,3.633600000000003,26,26,14,C20H30O6
NCGC00258233-01,187.11999999999995,O=C=Nc1cccc(C(F)(F)F)c1,2.6727000000000007,13,13,1,C8H4F3NO
NCGC00255736-01,288.43800000000005,O=C1CCCCCN1SSN1CCCCCC1=O,3.003000000000002,18,18,3,C12H20N2O2S2
NCGC00255407-01,192.302,CCCCCCCc1ccc(O)cc1,3.905100000000002,14,14,6,C13H20O
NCGC00259922-01,126.11099999999998,Oc1cccc(O)c1O,0.8033999999999997,9,9,0,C6H6O3
NCGC00259502-01,200.237,Oc1ccc(Cc2ccccc2O)cc1,2.688600000000001,15,15,2,C13H12O2
NCGC00254049-01,394.4390000000002,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.6204999999999998,28,28,2,C21H27FO6
NCGC00255195-01,392.4670000000002,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.8957,28,28,2,C22H29FO5
NCGC00256577-01,360.4500000000002,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.5576,26,26,2,C21H28O5
NCGC00255850-01,313.315,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,4.017900000000004,20,20,7,C13H16NO4PS
NCGC00256783-01,516.4100000000003,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],-5.243299999999994,34,34,4,C22H28FNa2O8P
NCGC00255239-01,781.7440000000001,Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1.[Na+].[Na+],2.0214000000000016,54,54,9,C34H25N9Na2O7S2
NCGC00255731-01,336.23900000000003,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],-0.4714000000000002,24,24,4,C14H9N4NaO5
NCGC00256099-01,271.44499999999994,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],2.733600000000001,19,19,13,C16H33NO2
NCGC00255102-01,125.127,C=CC(=O)OCCC#N,0.62928,9,9,3,C6H7NO2
NCGC00256462-01,116.116,C=CC(=O)OCCO,-0.2921000000000001,8,8,3,C5H8O3
NCGC00259384-01,202.256,c1ccc2c(c1)-c1cccc3cccc-2c13,4.487200000000002,16,16,0,C16H10
NCGC00257695-01,386.53200000000027,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.655200000000004,28,28,2,C24H34O4
NCGC00258185-01,236.355,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,3.479500000000003,17,17,1,C15H24O2
NCGC00257390-01,166.289,CC(C)(C)c1ccc(S)cc1,3.272800000000002,11,11,0,C10H14S
NCGC00259074-01,410.49100000000016,Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,4.342280000000003,29,29,2,C23H22O5S
NCGC00259298-01,122.17100000000002,Cc1ccc(N)c(N)c1,1.15942,9,9,0,C7H10N2
NCGC00260455-01,123.155,Cc1cccc(O)c1N,1.2828199999999998,9,9,0,C7H9NO
NCGC00258431-01,99.177,CC1CCCNC1,1.0059,7,7,0,C6H13N
NCGC00259123-01,332.40000000000003,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,4.0218000000000025,24,24,7,C18H24N2O4
NCGC00254593-01,352.47800000000007,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,4.451540000000004,26,26,3,C22H28N2O2
NCGC00257524-01,205.688,Cl.Nc1ccc(-c2ccccc2)cc1,3.357600000000001,14,14,1,C12H12ClN
NCGC00257598-01,300.74500000000006,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.4722,21,21,1,C16H13ClN2O2
NCGC00257753-01,303.572,COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,5.447700000000002,18,18,3,C13H9Cl3O2
NCGC00258564-01,748.9960000000001,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1.9007000000000047,52,52,7,C38H72N2O12
NCGC00256428-01,239.32200000000003,Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,4.4764200000000045,18,18,3,C15H17N3
NCGC00258311-01,225.295,CN(C)c1ccc(N=Nc2ccccc2)cc1,4.168000000000003,17,17,3,C14H15N3
NCGC00254869-01,221.28500000000005,CNC(=O)N(C)c1nc2ccccc2s1,2.0719000000000003,15,15,1,C10H11N3OS
