Name,MolWeight,SMILES
NCGC00015931-07,248.15700000000004,Cl.NC1CCN(c2cccc(Cl)n2)CC1
NCGC00092357-03,316.316,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl
NCGC00179641-03,271.78799999999995,CCC(C)(CN(C)C)OC(=O)c1ccccc1.Cl
NCGC00024623-04,315.844,CN(C)CC/C=C1\c2ccccc2COc2ccccc21.Cl
NCGC00162052-05,341.83200000000016,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1C(O)CO.Cl
NCGC00015704-09,297.85499999999996,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
NCGC00160395-04,331.84700000000004,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl
NCGC00164558-02,373.88000000000005,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl
NCGC00016049-07,300.83,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl
NCGC00016618-04,308.8529999999999,CCCCc1cc2ccccc2c(OCCN(C)C)n1.Cl
NCGC00015841-11,195.69300000000004,C#CCN(C)Cc1ccccc1.Cl
NCGC00164637-02,441.9160000000001,Cl.Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O
NCGC00094906-06,289.80600000000004,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl
NCGC00181786-02,371.934,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl
NCGC00179295-03,269.816,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl
NCGC00074024-03,399.87500000000006,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1.Cl
NCGC00181103-02,403.95,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl
NCGC00018210-05,380.91600000000017,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
NCGC00015917-06,328.80300000000005,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
NCGC00166047-03,157.644,CNCc1ccccc1.Cl
NCGC00016509-06,424.9250000000001,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl
NCGC00015686-11,521.0980000000005,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC.Cl
NCGC00167529-02,394.89900000000017,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC.Cl
NCGC00018277-06,466.0180000000002,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl
NCGC00178145-03,322.84,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl
NCGC00092334-02,493.0440000000003,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC.Cl
NCGC00015906-04,228.72299999999998,COc1ccccc1N1CCNCC1.Cl
NCGC00016831-06,343.85100000000006,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1.Cl
NCGC00016066-14,423.9450000000003,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl
NCGC00247710-02,267.72200000000004,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl
NCGC00015983-04,445.8840000000001,Cl.O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
NCGC00015316-05,218.631,Cl.NCCCC(N)(C(=O)O)C(F)F
NCGC00179240-04,456.9890000000001,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl
NCGC00015081-04,437.96200000000016,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.Cl
NCGC00188690-02,409.91000000000014,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl
NCGC00162385-04,286.72200000000004,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1.Cl
NCGC00016598-02,169.655,Cl.N[C@@H]1C[C@H]1c1ccccc1
NCGC00253577-01,497.9570000000003,Cc1oc(=O)oc1COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl
NCGC00016564-06,165.62800000000001,CN(C)C(=N)NC(=N)N.Cl
NCGC00016623-05,207.66500000000002,Cl.N=C(N)NC(=N)N1CCOCC1
NCGC00016543-07,241.72600000000006,Cl.N=C(N)NC(=N)NCCc1ccccc1
NCGC00263461-01,240.75900000000004,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1
NCGC00186464-03,588.2300000000004,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl
NCGC00164584-03,341.8350000000001,Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
NCGC00181010-02,347.208,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl
NCGC00015864-07,272.77599999999995,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
NCGC00165791-04,285.77799999999996,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12
NCGC00018130-09,249.70500000000004,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1
NCGC00025236-02,304.82099999999997,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1.Cl
NCGC00016995-04,147.609,Cl.NCCc1cc[nH]n1
NCGC00015691-06,113.61300000000001,Cl.NCCS
NCGC00179244-03,360.91000000000014,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl
NCGC00263455-01,242.74999999999994,Cl.Nc1c2c(nc3c1CCC3)CCCC2.O
NCGC00263584-01,495.0820000000002,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O
NCGC00015408-03,201.69699999999997,CN[C@@H](C)[C@H](O)c1ccccc1.Cl
NCGC00024257-08,203.669,CNC[C@H](O)c1cccc(O)c1.Cl
NCGC00159326-03,443.00600000000014,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl
NCGC00274057-01,187.67,C[C@@H](N)[C@@H](O)c1ccccc1.Cl
NCGC00178826-03,215.633,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
NCGC00167475-02,241.76199999999997,CCN(CC)C(C)C(=O)c1ccccc1.Cl
NCGC00015072-10,313.829,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1.Cl
NCGC00015122-11,276.20700000000005,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl
NCGC00065440-03,284.83099999999996,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C.Cl
NCGC00162129-06,228.723,Cc1cccc(C)c1NC(=O)C(C)N.Cl
NCGC00179248-03,320.84200000000004,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl
NCGC00015860-06,256.777,CCCNC(C)C(=O)Nc1ccccc1C.Cl
NCGC00165810-02,383.92299999999994,Cl.O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
NCGC00025195-06,264.71199999999993,Cl.O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
NCGC00271749-02,437.8990000000003,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl
NCGC00015603-08,387.81400000000014,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
NCGC00253659-01,285.771,Cl.O=C(O)c1ccc(OCCN2CCCCC2)cc1
NCGC00263532-01,373.88000000000005,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl
NCGC00164586-02,403.9060000000001,COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1.Cl
NCGC00179546-05,403.9070000000002,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl
NCGC00263583-01,513.0810000000002,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O.Cl
NCGC00263546-01,535.0370000000004,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
NCGC00167963-03,489.05900000000014,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl
NCGC00165769-03,432.3440000000002,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl.Cl
NCGC00016640-06,268.704,CCOC(=O)NNc1nncc2ccccc12.Cl
NCGC00016636-05,427.92800000000017,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl
NCGC00162218-05,312.84099999999995,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
NCGC00166415-03,332.8750000000001,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
NCGC00015438-07,296.7980000000001,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
NCGC00015996-10,364.8950000000002,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl
NCGC00016403-06,222.69699999999995,Cl.NCc1ccc(S(N)(=O)=O)cc1
NCGC00181342-02,441.9120000000001,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O.Cl
NCGC00018186-07,323.90799999999996,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
NCGC00016003-10,337.935,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
NCGC00016034-05,264.196,CC(C)(C)NCC(O)c1ccccc1Cl.Cl
NCGC00167538-02,250.16900000000004,CC(C)NCC(O)c1ccccc1Cl.Cl
NCGC00018213-06,327.85200000000003,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl
NCGC00162132-03,247.67799999999997,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1.Cl
NCGC00018295-05,337.84700000000004,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl
NCGC00015163-09,293.70699999999994,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
NCGC00160389-09,416.30400000000003,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
NCGC00253649-01,290.533,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Cl
NCGC00253671-01,221.643,Cc1onc(-c2ccccc2)c1C(=O)Cl
NCGC00159392-05,177.458,CC(C)(O)C(Cl)(Cl)Cl
NCGC00166200-02,354.832,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl
NCGC00159374-03,165.403,OC(O)C(Cl)(Cl)Cl
NCGC00167845-02,128.942,O=C(O)C(Cl)Cl
NCGC00022612-11,367.81400000000014,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
NCGC00181011-02,145.54500000000002,O=c1cc(O)c(Cl)c[nH]1
NCGC00249893-01,311.63700000000006,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1
NCGC00253723-01,257.673,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC
NCGC00249937-01,317.672,COC(=O)c1cc(Cl)ccc1NS(=O)(=O)C(F)(F)F
NCGC00025262-02,465.9530000000002,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
NCGC00024563-05,349.8180000000002,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21
NCGC00163150-07,277.19500000000005,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
NCGC00015247-07,196.68099999999995,Clc1cccc(N2CCNCC2)c1
NCGC00160458-02,212.68,CCNC(=O)NCc1cccc(Cl)c1
NCGC00253720-01,167.595,O=C1Cc2cc(Cl)ccc2N1
NCGC00262923-01,245.66500000000002,O=C1Nc2cc(Cl)ccc2Oc2ccccc21
NCGC00015238-13,169.56699999999998,O=c1[nH]c2cc(Cl)ccc2o1
NCGC00253640-01,177.634,Cc1ccc2ccc(Cl)cc2n1
NCGC00016280-07,168.58299999999997,Nc1nc2cc(Cl)ccc2o1
NCGC00249915-01,271.788,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
NCGC00015255-08,199.63699999999997,NC(Cc1ccc(Cl)cc1)C(=O)O
NCGC00164516-02,282.771,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1
NCGC00015156-15,213.66399999999996,NCC(CC(=O)O)c1ccc(Cl)cc1
NCGC00092299-02,358.6510000000001,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
NCGC00253764-01,192.649,Cc1[nH]cnc1-c1ccc(Cl)cc1
NCGC00274083-01,461.3860000000001,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
NCGC00344539-01,425.40000000000043,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
NCGC00166149-02,270.72,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
NCGC00094525-09,233.09799999999996,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
NCGC00016547-08,214.64800000000002,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
NCGC00015257-14,242.7019999999999,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
NCGC00164540-02,284.7869999999999,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1
NCGC00022882-03,230.676,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
NCGC00015605-09,256.096,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
NCGC00024846-08,231.086,N=C(N)NN=Cc1c(Cl)cccc1Cl
NCGC00183104-02,412.8770000000002,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl
NCGC00249917-01,349.217,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
NCGC00253747-01,183.682,CC(C)(N)Cc1ccccc1Cl
NCGC00253762-01,196.68099999999993,Clc1ccccc1N1CCNCC1
NCGC00094524-09,201.661,CCNc1nc(Cl)nc(NCC)n1
NCGC00015202-08,289.15799999999996,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
NCGC00182550-02,195.693,C[C@H]1CNCCc2ccc(Cl)cc21
NCGC00253753-01,323.78,CCOC(=O)N1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
NCGC00249923-01,469.3610000000002,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
NCGC00160529-06,253.71800000000002,Clc1ccc2nsnc2c1NC1=NCCN1
NCGC00179680-05,230.09799999999998,Clc1cccc(Cl)c1N=C1NCCN1
NCGC00024740-04,228.74799999999996,Clc1cccc(SC2CCNCC2)n1
NCGC00016872-12,263.793,Clc1ccccc1CN1CCc2sccc2C1
NCGC00253721-01,161.03099999999995,ClCc1cccc(Cl)c1
NCGC00262914-01,197.66500000000002,O=C(CCCl)NCc1ccccc1
NCGC00253738-01,211.692,O=C(CCCl)NCCc1ccccc1
NCGC00024842-05,161.65699999999998,Cc1ncsc1CCCl
NCGC00181170-02,358.2690000000001,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
NCGC00164344-04,232.41,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
NCGC00091861-07,182.18699999999995,CN(C)N=Nc1nc[nH]c1C(N)=O
NCGC00092388-05,356.59800000000007,C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C
NCGC00095179-05,307.39700000000005,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
NCGC00016257-10,231.29899999999992,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
NCGC00090764-04,277.40799999999996,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
NCGC00166258-02,235.32699999999994,CC(C)CCOC(=O)c1ccc(N(C)C)cc1
NCGC00015100-15,210.285,CN(C)c1nc(N(C)C)nc(N(C)C)n1
NCGC00016934-06,331.4670000000002,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
NCGC00263884-02,287.363,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
NCGC00253757-01,297.57099999999997,CCCCCCCCCCCCCCCCCCN(C)C
NCGC00024599-04,340.4920000000001,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1
NCGC00253602-01,261.394,CN(C)CCN(Cc1ccsc1)c1ccccn1
NCGC00024309-17,414.5270000000002,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
NCGC00253690-01,267.76,CN(C)CCN1CCN(c2cccc(Cl)c2)C1=O
NCGC00015335-17,255.36099999999993,CN(C)CCOC(c1ccccc1)c1ccccc1
NCGC00163168-03,362.49900000000014,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
NCGC00025172-02,308.33700000000005,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
NCGC00274278-01,229.32299999999995,CC(Cc1ccccc1)N(C)Cc1ccco1
NCGC00016685-11,200.15399999999997,Cn1c([N+](=O)[O-])cnc1COC(N)=O
NCGC00015075-10,155.19699999999997,COC(=O)C1=CCCN(C)C1
NCGC00015580-13,309.4339999999999,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
NCGC00182705-02,290.4099999999999,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
NCGC00015656-12,264.372,CN1CCN2c3ccccc3Cc3ccccc3C2C1
NCGC00253769-01,280.415,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1
NCGC00159515-03,388.8150000000001,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
NCGC00167558-02,369.3430000000001,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
NCGC00160646-02,297.362,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1
NCGC00177986-02,429.4700000000001,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O
NCGC00160387-04,343.88300000000004,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
NCGC00015772-12,361.3730000000001,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
NCGC00166310-02,362.3610000000001,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1
NCGC00015987-09,370.4780000000002,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O
NCGC00095099-05,666.7100000000006,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
NCGC00253722-01,115.18,CN1CCN(N)CC1
NCGC00016023-18,180.16699999999997,Cn1cnc2c1c(=O)[nH]c(=O)n2C
NCGC00093739-13,176.21900000000002,CN1C(=O)CC[C@H]1c1cccnc1
NCGC00090693-11,162.23600000000002,CN1CCC[C@@H]1c1cccnc1
NCGC00023339-16,208.26099999999994,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
NCGC00161414-03,284.35900000000004,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
NCGC00181130-02,382.5290000000001,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
NCGC00092314-04,320.309,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23
NCGC00164548-02,357.38500000000016,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
NCGC00249892-01,390.3600000000001,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
NCGC00164480-02,221.47100000000003,CNC(=O)NC(O)C(Cl)(Cl)Cl
NCGC00093889-12,275.35200000000003,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
NCGC00180889-03,491.46300000000014,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F
NCGC00167532-02,389.42700000000025,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1
NCGC00015703-06,167.296,CNC1(C)C2CCC(C2)C1(C)C
NCGC00095838-04,295.408,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
NCGC00248247-02,144.12599999999998,COC(=O)/C=C\C(=O)OC
NCGC00159479-05,137.13799999999998,COC(=O)c1cccnc1
NCGC00253621-01,164.201,COCCOCC(OC)OC
NCGC00253714-01,237.25499999999997,COc1cc(/C=C/C(N)=O)cc(OC)c1OC
NCGC00027960-03,325.3610000000001,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC
NCGC00018269-05,503.5480000000002,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.O=C(O)/C=C\C(=O)O
NCGC00253705-01,207.22899999999996,COc1cc(CC#N)cc(OC)c1OC
NCGC00173359-04,339.3910000000001,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
NCGC00095239-05,168.19199999999998,COc1cc(OC)cc(OC)c1
NCGC00164606-02,307.39000000000004,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
NCGC00253572-01,293.407,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1
NCGC00253727-01,222.23999999999995,COc1ccc(/C(C)=C/C(=O)O)c(OC)c1
NCGC00262910-01,223.228,COC(=O)c1ccc(NC(C)=O)cc1OC
NCGC00253682-01,192.21399999999994,COc1cc2c(cc1OC)C(=O)CC2
NCGC00091231-04,324.42400000000004,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
NCGC00263562-01,222.2,COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC
NCGC00072886-03,255.32099999999997,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
NCGC00160623-04,290.4030000000001,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
NCGC00091493-09,148.20499999999996,CC=Cc1ccc(OC)cc1
NCGC00095112-05,310.3930000000001,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
NCGC00261978-01,292.423,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1
NCGC00167471-02,240.374,COc1ccc(-c2cc(=S)ss2)cc1
NCGC00094969-05,252.26899999999998,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
NCGC00015822-15,285.391,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
NCGC00253737-01,384.4360000000002,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O
NCGC00248312-02,178.23099999999997,COc1ccc(CCC(C)=O)cc1
NCGC00253706-01,368.8420000000001,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1
NCGC00253681-01,200.62099999999998,COC(=O)c1cc(Cl)ccc1OC
NCGC00164601-02,328.437,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
NCGC00159469-04,179.263,CNC(C)Cc1ccccc1OC
NCGC00015898-15,275.348,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
NCGC00253652-01,176.21499999999995,COc1ccc2c(c1)CCCC2=O
NCGC00164512-02,274.272,COc1ccccc1OC(=O)Oc1ccccc1OC
NCGC00015715-08,271.36,CNCCC(Oc1ccccc1OC)c1ccccc1
NCGC00182072-03,223.22799999999998,COc1ccccc1OCC1CNC(=O)O1
NCGC00015649-08,241.682,COc1nc(C)nc(Cl)c1NC1=NCCN1
NCGC00016375-09,310.33500000000004,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
NCGC00160482-02,280.309,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
NCGC00095188-05,383.3760000000001,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
NCGC00023230-10,413.4260000000002,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
NCGC00093347-05,310.437,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
NCGC00253576-01,462.5580000000003,CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C
NCGC00253691-01,137.18199999999996,COCCc1ccccn1
NCGC00253622-01,208.25699999999998,COCCc1ccc(OCC2CO2)cc1
NCGC00253867-02,367.8770000000002,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
NCGC00075916-04,320.345,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
NCGC00163910-05,466.47900000000016,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
NCGC00080392-05,317.32800000000003,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
NCGC00164578-02,358.8500000000001,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
NCGC00164549-02,441.57500000000005,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
NCGC00168774-02,267.35,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
NCGC00024749-04,322.43,CS(=O)(=O)O.Cc1ccc2c(c1)c1c3n2CCNC3CCC1
NCGC00263541-01,409.5040000000001,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1.CS(=O)(=O)O
NCGC00262968-01,669.7770000000004,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O
NCGC00017366-08,410.60500000000013,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
NCGC00024574-03,454.54500000000036,CS(=O)(=O)O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1
NCGC00163157-05,386.586,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
NCGC00166217-02,498.9579999999998,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
