Name,MolWeight,SMILES,toxicity_score
NCGC00260028-01,44.053,CC=O,0.2052
NCGC00254211-01,401.41600000000005,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,5.701400000000003
NCGC00258778-01,307.28700000000003,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2.2289000000000003
NCGC00253950-01,724.1980000000005,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl.O=C(O)C(F)(F)F,8.535340000000003
NCGC00260206-01,559.639,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.073000000000007
NCGC00254030-01,282.336,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.320700000000003
NCGC00255696-01,510.3200000000006,CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC.[Cl-],4.9866000000000055
NCGC00260177-01,338.242,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,5.533500000000005
NCGC00259547-01,180.21,c1cnc2c(c1)ccc1cccnc12,2.7830000000000004
NCGC00260178-01,400.50700000000006,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,4.284900000000003
NCGC00166120-01,378.483,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],3.5680000000000014
NCGC00091112-02,407.98900000000015,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],1.4636000000000002
NCGC00255472-01,339.995,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.1879000000000017
NCGC00016000-08,296.5520000000001,CCN(CC)C(=S)SSC(=S)N(CC)CC,3.6212000000000026
NCGC00254209-01,571.1210000000002,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3.Cl,6.391040000000007
NCGC00164559-01,333.884,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,5.052700000000004
NCGC00162178-02,592.1210000000004,COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2.Cl,4.680100000000005
NCGC00181142-02,329.148,Oc1ccc([Hg]Cl)cc1,1.2538
NCGC00091563-01,240.444,CN(C)C(=S)SSC(=S)N(C)C,2.0608
NCGC00015195-03,341.88200000000006,CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,5.071200000000005
NCGC00090782-03,663.9030000000004,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,4.251620000000003
NCGC00254471-01,194.23300000000003,Oc1cc2ccccc2c2ccccc12,3.6986000000000026
NCGC00091010-01,414.472,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],3.0667000000000018
NCGC00167582-01,396.103,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],4.748300000000004
NCGC00254240-01,362.0860000000001,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],4.348200000000004
NCGC00016373-03,448.0910000000002,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],3.0764000000000014
NCGC00253967-01,531.4400000000003,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.205800000000003
NCGC00166290-02,582.8160000000005,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.049000000000006
NCGC00188863-01,556.7690000000005,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,7.0490000000000075
NCGC00024762-02,283.415,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,3.9980000000000038
NCGC00160568-01,397.371,CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3s2)cc1.Cl,5.7591000000000045
NCGC00159517-02,506.4780000000001,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,3.973700000000003
NCGC00257736-01,345.79200000000003,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,4.856800000000004
NCGC00159417-06,289.545,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,5.144700000000002
NCGC00249418-01,718.8830000000004,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F,6.547700000000007
NCGC00015802-08,461.55600000000015,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.8570000000000055
NCGC00015856-08,606.0970000000003,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,4.003800000000001
NCGC00186460-01,505.6990000000004,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,6.378980000000007
NCGC00091023-01,384.446,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],3.4594000000000014
NCGC00255228-01,691.8590000000002,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],-0.9401000000000006
NCGC00256908-01,308.50600000000003,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,4.697200000000006
NCGC00254709-01,350.4800000000002,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,3.9192000000000027
NCGC00259079-01,340.50700000000006,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,5.900440000000007
NCGC00254226-01,330.471,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,6.044000000000007
NCGC00090752-03,391.555,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,6.8623000000000065
NCGC00254091-01,640.995,CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1[C@]1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc21.Cl,7.342500000000007
NCGC00254272-01,355.334,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,5.316200000000005
NCGC00093644-01,429.929,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl,4.933500000000004
NCGC00166070-01,267.84099999999995,CCCCCCCCCCOCC(O)CN.Cl,2.885100000000001
NCGC00095016-01,365.34400000000016,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,7.003600000000006
NCGC00164610-01,359.665,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,6.037300000000002
NCGC00016059-05,370.587,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.885600000000005
NCGC00257342-01,613.5740000000002,Cc1cc(F)ccc1-c1cc(N2CC[C@@H](O)[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,6.106220000000007
NCGC00255759-01,531.6379999999999,IC(I)=C(I)I,3.8529999999999998
NCGC00259570-01,253.26900000000003,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.8334000000000001
NCGC00159441-02,943.0900000000004,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,0.04230000000000822
NCGC00255770-01,358.3530000000001,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,2.1361999999999997
NCGC00255995-01,308.3479999999999,CCCCCCCCCCCC[N+](C)(C)C.[Br-],1.6175000000000002
NCGC00257543-01,339.995,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],3.4594000000000014
NCGC00183020-01,861.5620000000005,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1.[Cl-],6.3893000000000075
NCGC00016748-01,248.32199999999992,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,2.7620000000000013
NCGC00256180-01,512.5990000000004,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,3.730500000000003
NCGC00181159-01,761.8500000000004,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,3.413240000000002
NCGC00256347-01,340.50700000000006,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,5.900440000000007
NCGC00255136-01,388.4200000000002,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],3.201800000000002
NCGC00015747-03,479.5330000000003,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.677800000000002
NCGC00259338-01,231.295,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,2.9476200000000015
NCGC00015889-05,510.05500000000046,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,6.497000000000006
NCGC00255326-01,241.892,N#Cc1nc(Cl)c(Cl)c(Cl)c1Cl,3.5668799999999994
NCGC00167430-01,387.7190000000001,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,5.8629000000000016
NCGC00255493-01,203.241,Cc1cc(=O)oc2cc(N(C)C)ccc12,2.16742
NCGC00024379-04,480.6490000000004,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,4.943400000000005
NCGC00258148-01,531.585,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.292800000000005
NCGC00164562-01,280.291,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1.3617599999999999
NCGC00255557-01,296.332,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,2.1513400000000003
NCGC00260509-01,203.244,N#Cc1c2ccccc2cc2ccccc12,3.8646800000000017
NCGC00021305-05,914.1870000000004,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,6.180600000000006
NCGC00256396-01,202.553,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,2.1564000000000005
NCGC00255766-01,352.3390000000001,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,0.8895999999999997
NCGC00160648-01,241.25000000000003,O=C(N/N=C/c1ccccc1O)c1ccncc1,1.5511
NCGC00254050-01,546.6230000000003,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,6.610320000000006
NCGC00016786-01,320.34100000000007,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,2.73322
NCGC00094932-01,985.1270000000004,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.6131000000000075
NCGC00257297-01,338.44400000000013,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,4.881100000000007
NCGC00164486-01,366.41300000000007,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,4.3350000000000035
NCGC00183280-01,680.7640000000002,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,9.760799999999996
NCGC00094813-01,468.99200000000025,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],1.5383
NCGC00255579-01,514.1570000000003,CCNc1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)c2ccccc12.[Cl-],4.543000000000005
NCGC00018258-03,444.7020000000001,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,5.453700000000003
NCGC00161327-04,416.6460000000002,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,5.704700000000008
NCGC00161622-02,1255.437999999999,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,0.7256400000000032
NCGC00259175-01,325.51200000000006,CCCC[Sn](Cl)(CCCC)CCCC,5.571000000000005
NCGC00257038-01,231.295,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,2.9476200000000015
NCGC00254705-01,349.06600000000003,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,3.520900000000002
NCGC00254845-01,336.64600000000013,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,4.008220000000003
NCGC00254699-01,336.826,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,4.025880000000003
NCGC00259118-01,240.444,CN(C)C(=S)SSC(=S)N(C)C,2.0608
NCGC00166241-01,390.902,O=[N+]([O-])c1cc(I)c(O)c(I)c1,2.5096
NCGC00260454-01,217.27099999999996,Nc1ccc2c3c(cccc13)-c1ccccc1-2,4.069400000000002
NCGC00188865-01,437.52900000000017,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,3.1390400000000005
NCGC00025155-01,545.6290000000004,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=CC23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,2.5807
NCGC00168746-01,794.9759999999999,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,2.872200000000003
NCGC00013319-01,584.6590000000004,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,-1.5149999999999972
NCGC00016447-01,530.6580000000002,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,3.013800000000002
NCGC00254270-01,253.4299999999999,CCCCCCCCCCCCN1CCCC1=O,4.529700000000004
NCGC00256573-01,356.057,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.862600000000001
NCGC00255864-01,356.39199999999994,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],2.6792
NCGC00260175-01,399.1070000000001,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.[Cl-],4.369420000000003
NCGC00255796-01,454.398,[Hg+2].[I-].[I-],-5.9945
NCGC00260180-01,378.342,CCCCCCCCCCCCn1cc[n+](C)c1.[I-],1.2375
NCGC00163697-01,1185.2290000000005,CO[C@@H]1[C@H](O)C[C@@H](O[C@@H]2C[C@H](Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]6C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O6)[C@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)[C@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C5)O[C@H](C)[C@@H]2OC(=O)O)O[C@@H]1C,1.6779200000000098
NCGC00254390-01,336.74000000000007,CC(=O)O[Hg]c1ccccc1,0.8725
NCGC00167963-01,489.05900000000014,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,5.905080000000007
NCGC00256739-01,333.86300000000006,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,3.587500000000002
NCGC00254455-01,371.52400000000006,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.9961000000000055
NCGC00255310-01,598.0920000000003,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,4.9665000000000035
NCGC00016336-01,666.7240000000002,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,4.697800000000004
NCGC00257022-01,780.949,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,2.218100000000003
NCGC00163473-01,584.6590000000004,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,-1.5149999999999972
NCGC00024910-01,281.352,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,1.0414999999999999
NCGC00161643-03,332.31100000000004,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,3.6658000000000017
NCGC00255699-01,204.62,N#CC(C#N)=NNc1cccc(Cl)c1,2.1550599999999998
NCGC00260195-01,394.3499999999999,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,7.093900000000008
NCGC00255219-01,598.0920000000003,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,5.314100000000005
NCGC00259283-01,211.69200000000004,CC(C)N(C(=O)CCl)c1ccccc1,2.666800000000001
NCGC00256402-01,479.02000000000027,CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C.Cl,6.772340000000007
NCGC00258036-01,416.0650000000004,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,7.627200000000006
NCGC00181150-01,905.0440000000002,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3,4.279900000000004
NCGC00259224-01,303.84899999999993,CCCC[Sn](Cl)(Cl)CCCC,4.506400000000004
NCGC00259146-01,479.02000000000027,CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C.Cl,6.772340000000007
NCGC00258848-01,320.04600000000005,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,5.929000000000002
NCGC00254629-01,527.839,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,4.093300000000003
NCGC00258196-01,270.225,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,4.277400000000004
NCGC00181085-01,325.968,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.[Cl-],2.9876200000000006
NCGC00181104-02,427.0380000000001,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[Cl-],3.2557000000000027
NCGC00092386-03,342.69699999999995,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,5.601400000000004
NCGC00091469-01,766.9620000000001,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,2.5964000000000036
NCGC00260260-01,725.2020000000003,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],15.159499999999966
NCGC00161826-01,338.5210000000001,OB(O)O[Hg]c1ccccc1,-0.7045000000000003
NCGC00181143-01,439.025,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,5.188300000000002
NCGC00188346-01,308.3450000000001,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,2.8432999999999993
NCGC00164283-01,364.456,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],3.177900000000001
NCGC00182056-02,305.97799999999995,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],2.7878000000000016
NCGC00164568-01,608.1790000000004,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],4.617300000000005
NCGC00254253-01,759.6809999999996,CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CS(=O)(=O)[O-],9.019300000000005
NCGC00016064-06,471.6850000000003,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,6.445800000000008
NCGC00095992-01,1141.469999999999,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,1.227799999999997
NCGC00181142-01,329.148,Oc1ccc([Hg]Cl)cc1,1.2538
NCGC00015817-05,284.428,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.239400000000003
NCGC00160514-01,338.4440000000002,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,3.4623000000000026
NCGC00254770-01,345.7520000000001,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,4.560200000000004
NCGC00181782-01,440.9500000000002,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4.627600000000004
NCGC00167488-01,637.0360000000002,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,6.791420000000006
NCGC00094205-01,460.9830000000002,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1.O=C(O)/C=C\C(=O)O,4.047600000000002
NCGC00095101-01,1701.2060000000006,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,4.838100000000016
NCGC00018163-06,356.057,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.862600000000001
NCGC00013679-02,287.16700000000003,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,4.555800000000003
NCGC00255707-01,336.4019999999999,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],2.3977000000000004
NCGC00260104-01,320.005,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],3.177900000000001
NCGC00166405-01,404.07900000000006,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-],2.3187000000000015
NCGC00254443-01,271.496,[Cl-].[Cl-].[Hg+2],-5.9945
NCGC00164603-01,469.6690000000001,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,7.217600000000008
NCGC00183118-01,639.8300000000002,CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,5.7289000000000065
NCGC00181099-01,342.4790000000001,Cc1cc(O)c2c(c1)O[C@@]1(C)CC[C@H]3C(C)(C)CCCC34CO[C@@H]2[C@H]41,5.145720000000004
NCGC00094434-01,369.3140000000002,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1.Cl,2.00062
NCGC00013226-01,480.4270000000003,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,5.7892000000000055
